conformal_method,created_at,duration_ms,id,model_version,quarter_code,request_hash,summary,user_id
split_abs_residual_val,2026-05-06T00:58:37.725815+00:00,5374,7bc24593-f172-4ad0-95fd-5644f91bcf50,xgb_hist_reg_v1,20264,d44fca5f37f9349225622c821d8db333d5f28a1a,"{""best_score"": 2.4757305525143942, ""risk_lambda"": 0.0, ""n_candidates"": 3, ""n_section_rows"": 31}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-05-05T23:24:45.897607+00:00,1905,76fc0df3-0986-4f19-ac07-690df5fcf210,xgb_hist_reg_v1,20264,950cf71ee64e5eeb916664c43fa8c0c05a2cd79d,"{""best_score"": 2.094483088652293, ""risk_lambda"": 0.0, ""n_candidates"": 3, ""n_section_rows"": 19}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-05-05T23:17:22.999435+00:00,2643,5550f559-ae84-4f66-b7e8-9a22ce57ac63,xgb_hist_reg_v1,20264,950cf71ee64e5eeb916664c43fa8c0c05a2cd79d,"{""best_score"": null, ""risk_lambda"": 0.0, ""n_candidates"": 0, ""n_section_rows"": 5}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-05-05T23:06:49.475465+00:00,748,2e9eacfb-357a-400f-993d-f2a89df9140f,xgb_hist_reg_v1,20262,7de423d2277fcf7bc0ab961f5c1335ff70d68f63,"{""best_score"": null, ""risk_lambda"": 0.0, ""n_candidates"": 0, ""n_section_rows"": 9}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-05-05T23:00:48.256795+00:00,801,42aec179-77f5-4b9e-83b3-84643fafc601,xgb_hist_reg_v1,20262,edaf1193a1a79d26147c2f9a197f88e988a852c5,"{""best_score"": null, ""risk_lambda"": 0.0, ""n_candidates"": 0, ""n_section_rows"": 9}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-04-29T03:37:38.951921+00:00,1500,b475c192-1559-4da7-8683-51649d779a8e,xgb_hist_reg_v1,20262,30a3a11a0f71e7f6b32e6023ac9f470d01c07da6,"{""best_score"": 2.445365799735893, ""risk_lambda"": 0.75, ""n_candidates"": 3, ""n_section_rows"": 90}",26d6b0cd-2817-43ef-b728-f30f67f0e622
split_abs_residual_val,2026-04-29T03:29:03.112235+00:00,1377,018d9e0d-5194-422c-ab1b-ad45520ebabe,xgb_hist_reg_v1,20262,441436dbfa6d4a15a2dad5ca64294bec47158e1b,"{""best_score"": 2.685026317834854, ""risk_lambda"": 0.0, ""n_candidates"": 3, ""n_section_rows"": 41}",26d6b0cd-2817-43ef-b728-f30f67f0e622
